sale_id,customer_id,product_id,branch_id,sale_date,quantity,total_amount
73,6267,384,5,2023-03-17,4,15140164
74,348,411,1,2022-06-01,1,2740032
75,2762,120,2,2025-09-16,5,4349755
76,4107,464,3,2023-04-18,3,17270343
77,3802,170,2,2025-10-16,4,21500116
78,49,9,1,2023-06-26,2,3926252
79,6210,161,3,2024-06-25,1,3147992
80,2372,338,1,2025-08-24,3,9506136
81,4906,165,4,2023-02-24,2,9201292
82,2797,117,5,2022-02-11,5,30260625
83,2085,56,1,2024-07-24,2,8419868
84,6935,227,3,2024-07-26,5,23041570
85,3232,286,3,2024-02-20,4,11957140
86,6913,26,3,2025-01-17,2,3363980
87,6324,160,3,2024-06-09,1,4448341
88,1040,301,4,2024-06-18,5,18707220
89,4986,399,2,2024-05-15,3,8783427
90,2050,117,2,2025-04-11,3,18156375
91,4354,430,5,2025-05-29,3,8823165
92,836,55,3,2022-02-09,1,6245289
93,9709,36,5,2025-08-18,2,8186140
94,9676,230,3,2022-03-29,4,25126312
95,8039,82,1,2024-07-08,2,6823804
96,5718,94,4,2025-09-25,1,2471839
97,103,301,1,2022-05-09,3,11224332
98,6768,9,2,2025-11-18,1,1963126
99,636,186,1,2025-02-17,4,23197648
100,9795,376,1,2022-11-18,2,1828748
101,8572,228,3,2023-04-05,5,21730760
102,8096,177,1,2024-06-27,5,10581965
103,6392,222,5,2023-01-30,5,6302695
104,7055,173,2,2024-06-11,1,2587742
105,3911,208,3,2024-06-19,5,15986705
106,6879,308,4,2022-10-17,1,5542984
107,9257,350,3,2024-08-06,5,17993885
108,2260,92,2,2024-10-11,4,14680484
109,8218,261,3,2024-07-22,2,5879164
110,3217,71,1,2023-01-13,1,1960504
111,8669,5,2,2023-09-03,3,14333088
112,4523,391,3,2022-08-22,5,17514885
113,6994,191,3,2024-01-23,2,8051052
114,924,205,4,2025-04-06,4,25968348
115,512,352,4,2025-12-18,2,6990124
116,2889,394,1,2024-10-22,4,12113660
117,1500,404,3,2023-01-24,4,10302924
118,7396,58,1,2025-07-26,5,26823760
119,2033,65,2,2023-09-14,4,11661776
120,669,45,1,2022-03-17,5,11509540
121,5193,310,4,2023-09-16,1,2724431
122,9101,128,3,2023-03-21,5,13607455
123,7081,483,5,2023-03-29,2,9100280
124,5282,97,4,2022-10-03,1,1526368
125,4104,439,4,2025-05-19,1,2022353
126,7393,89,1,2025-05-06,5,15844245
127,3903,225,5,2023-04-09,5,26841205
128,3383,13,1,2024-03-16,4,14321352
129,8035,63,4,2022-02-05,5,18601955
130,196,358,4,2025-01-31,2,3289562
131,489,249,1,2025-10-20,5,17666265
132,4241,396,2,2022-09-11,5,15759310
133,1822,263,2,2023-01-14,4,10216876
134,8425,454,5,2024-02-12,5,11890090
135,146,216,5,2023-08-25,3,2741064
136,7578,269,5,2022-12-11,3,4792359
137,2021,406,2,2024-09-18,1,354424
138,30,163,3,2024-02-28,1,6475866
139,6042,322,1,2023-04-18,3,10100196
140,9336,72,5,2022-07-31,3,12132840
141,815,167,4,2022-07-14,1,5221314
142,7829,107,2,2022-11-12,4,12222940
143,1363,466,1,2024-07-24,5,14061525
144,4713,357,4,2022-03-02,5,25925600
145,2388,446,5,2023-03-26,4,14654848
146,3094,157,1,2022-07-18,5,3469200
147,7611,419,4,2022-09-29,1,3452293
148,7854,236,4,2023-01-25,2,5434286
149,8048,159,3,2024-03-08,4,10719144
150,979,65,4,2025-09-12,2,5830888
151,1751,390,1,2024-10-11,5,11925650
152,7320,384,5,2025-12-18,3,11355123
153,7947,420,2,2024-07-04,2,7483702
154,5603,356,4,2024-04-06,3,5787795
155,6125,153,2,2024-02-13,5,22414185
156,9528,442,2,2023-05-01,2,3594318
157,9097,183,2,2024-05-12,4,8810964
158,3494,129,2,2025-06-11,3,7334571
159,3078,487,1,2023-10-06,5,16920015
160,8581,116,2,2023-09-27,3,7652820
161,3862,389,1,2023-03-29,5,10426540
162,2147,438,5,2024-06-27,3,16015422
163,8882,336,2,2024-01-29,2,5944258
164,722,422,2,2022-02-18,3,13398744
165,1060,498,1,2023-10-12,3,13938144
166,7872,70,5,2024-05-18,2,5523116
167,5463,498,3,2025-08-19,4,18584192
168,7554,234,5,2023-03-25,3,8863803
169,8888,82,2,2023-06-21,5,17059510
170,8555,454,4,2024-09-25,4,9512072
171,4248,87,2,2023-09-18,5,13935205
172,3758,441,5,2023-09-03,3,9296154
173,6518,34,4,2022-07-28,1,5471251
174,5218,52,4,2022-08-03,3,12478830
175,929,142,3,2023-12-04,1,4109730
176,2116,493,1,2024-05-30,5,20626035
177,9514,87,4,2022-03-14,1,2787041
178,8525,250,2,2025-05-17,1,1889063
179,7604,130,3,2025-03-11,3,8110461
180,5459,125,1,2022-06-08,1,1059180
181,4297,389,4,2025-06-13,4,8341232
182,7734,437,3,2022-06-09,3,5950884
183,8394,164,2,2022-05-14,4,25629580
184,3356,415,2,2025-10-01,3,6172281
185,6574,186,5,2025-11-08,5,28997060
186,244,174,4,2024-03-06,3,12737655
187,9262,35,2,2022-10-23,2,2933728
188,5406,435,3,2025-01-10,4,12318992
189,3351,313,1,2024-07-14,2,586284
190,7502,399,4,2022-11-14,4,11711236
191,395,469,3,2023-10-13,4,3334056
192,1731,48,1,2022-05-03,5,7429055
193,5930,10,1,2025-05-29,2,4510548
194,7052,219,2,2023-10-18,5,15271075
195,6975,428,2,2025-11-14,5,21876650
196,4170,86,3,2024-08-16,1,3512006
197,8255,175,3,2023-05-20,4,12275712
198,7822,325,5,2022-06-06,2,2196486
199,7515,338,1,2022-09-10,4,12674848
200,7411,399,3,2024-06-30,5,14639045
201,3185,283,4,2023-11-15,4,12873020
202,2022,78,5,2022-02-28,3,19528479
203,2367,149,2,2023-06-10,4,25791184
204,642,226,2,2025-07-17,1,3382389
205,858,240,2,2025-12-12,1,3336487
206,7981,329,1,2025-01-14,4,7824440
207,6722,133,4,2024-10-20,1,5832773
208,9488,448,4,2023-11-10,2,9102662
209,8944,58,2,2025-05-13,2,10729504
210,2016,468,1,2022-07-27,4,7495784
211,8716,169,4,2024-06-28,5,7393285
212,4352,207,3,2023-10-27,5,31097180
213,2757,410,3,2025-01-28,3,15054747
214,7346,84,1,2025-06-24,4,9825380
215,6425,326,5,2024-02-24,4,21819368
216,254,326,4,2022-09-30,5,27274210
217,6990,104,2,2024-04-23,1,4285246
218,1228,217,1,2022-04-30,2,7697704
219,9577,215,4,2022-02-04,4,14285744
220,2778,180,3,2025-04-22,1,1767965
221,7528,389,5,2022-12-30,5,10426540
222,1822,68,4,2023-01-14,2,3509048
223,4271,82,3,2024-09-10,1,3411902
224,6211,494,2,2024-09-22,2,9780788
225,1022,113,5,2025-07-06,2,6007516
226,3665,158,1,2024-11-21,3,13243254
227,106,154,4,2025-08-07,2,9985028
228,3762,317,3,2024-06-04,1,2910389
229,1998,158,2,2024-01-10,4,17657672
230,5044,387,4,2024-11-21,2,8263260
231,3875,184,5,2024-06-07,2,2414726
232,262,61,5,2022-08-03,3,5543979
233,116,280,1,2024-09-25,4,4629368
234,2398,125,2,2022-05-29,2,2118360
235,3635,356,1,2022-03-31,1,1929265
236,9647,154,2,2022-03-19,4,19970056
237,4980,70,2,2023-06-25,2,5523116
238,4027,26,2,2023-10-09,2,3363980
239,1776,450,4,2022-03-17,4,21209028
240,9988,334,3,2023-07-06,2,3350824
241,1653,435,2,2022-11-02,4,12318992
242,743,306,4,2024-09-16,2,6745270
243,4082,427,4,2024-05-03,4,9759320
244,9697,90,1,2023-07-11,2,4927404
245,435,449,5,2025-01-20,5,28706055
246,5831,328,5,2024-09-12,1,3097141
247,6044,21,1,2025-04-09,2,12867802
248,2588,424,4,2024-12-03,5,20931530
249,5744,143,5,2022-10-21,4,8556156
250,5520,489,4,2025-08-02,1,2533254
251,9640,454,5,2025-02-05,2,4756036
252,7331,37,1,2024-10-02,3,5681025
253,6450,367,5,2023-01-11,4,22302204
254,8471,338,1,2024-02-14,1,3168712
255,4565,261,5,2025-12-18,1,2939582
256,8637,281,1,2023-05-16,2,5854900
257,4547,229,4,2025-02-16,4,12423096
258,4600,18,4,2025-12-30,4,19347168
259,3306,71,3,2024-07-30,4,7842016
260,8609,294,4,2022-12-28,2,9722734
261,7449,275,5,2023-06-28,4,17186504
262,9810,213,3,2024-05-27,2,5086156
263,8266,102,5,2023-04-28,1,2041989
264,2533,308,1,2025-05-18,1,5542984
265,8055,367,3,2024-05-03,1,5575551
266,7133,452,4,2022-11-17,5,24296120
267,1644,382,4,2022-04-23,5,24291140
268,9801,396,4,2023-11-05,5,15759310
269,1306,35,3,2022-12-12,4,5867456
270,1811,334,2,2025-04-05,1,1675412
271,4446,365,4,2023-09-11,2,7741266
272,6513,162,3,2022-10-09,2,4183046
273,6612,265,2,2022-11-29,4,18674880
274,7354,332,1,2024-09-21,2,6862550
275,7782,204,5,2025-01-26,5,8173835
276,5365,51,1,2023-09-30,5,29362685
277,7302,467,4,2024-02-17,4,4729908
278,3753,431,5,2025-07-08,4,20507688
279,8196,377,5,2023-12-14,3,13462953
280,8386,243,2,2023-03-26,5,13772860
281,9054,400,1,2025-04-21,3,14898228
282,7024,25,2,2022-10-15,1,4181041
283,2195,424,3,2025-04-12,1,4186306
284,2719,346,2,2022-11-21,4,12254904
285,6222,407,1,2023-04-20,1,5823395
286,5690,434,5,2025-02-03,5,12399190
287,7261,282,5,2022-09-16,2,7360362
288,6059,209,4,2022-04-02,2,7271568
289,3490,179,2,2025-09-29,3,16308783
290,6286,380,3,2024-07-21,3,12862011
291,1571,299,5,2025-12-08,3,6244377
292,1355,103,2,2025-11-16,1,946500
293,7590,307,2,2024-02-26,4,20722664
294,8169,194,2,2024-07-14,3,2739975
295,2255,239,2,2024-11-27,5,19096070
296,6921,194,4,2025-07-09,3,2739975
297,565,283,3,2025-12-21,3,9654765
298,730,326,5,2024-04-06,1,5454842
299,6848,355,3,2024-12-05,4,23302400
300,2478,387,5,2023-02-28,5,20658150
301,3584,351,4,2024-05-26,3,11758731
302,2725,435,2,2024-08-04,3,9239244
303,628,13,4,2022-06-10,2,7160676
304,6464,385,5,2022-11-02,5,26730600
305,8811,220,2,2022-06-02,2,7296532
306,3829,493,3,2022-10-30,1,4125207
307,5670,489,3,2022-07-16,2,5066508
308,8658,81,4,2022-05-14,1,3148259
309,5841,16,5,2022-09-29,5,15429570
310,3710,465,4,2025-05-21,2,9863790
311,4230,286,5,2022-06-05,3,8967855
312,4922,314,1,2024-05-14,2,2455828
313,6489,218,2,2023-12-05,1,2952952
314,4078,472,4,2025-06-10,1,3076224
315,3150,106,1,2025-03-23,3,13739295
316,2306,65,1,2024-06-25,1,2915444
317,4180,362,1,2023-09-27,2,4691904
318,7454,429,5,2022-08-15,3,16326288
319,7788,439,1,2024-04-18,3,6067059
320,1882,54,5,2024-05-09,4,20249928
321,712,73,4,2023-11-13,3,8162862
322,4865,169,5,2022-09-23,2,2957314
323,7776,157,5,2024-03-25,2,1387680
324,6600,38,5,2022-04-02,2,8967076
325,6223,195,1,2025-05-24,4,11200600
326,1078,478,2,2023-05-10,5,16467585
327,9038,221,5,2022-08-06,3,8788386
328,4174,486,4,2025-02-07,5,11611090
329,8062,58,2,2024-07-07,1,5364752
330,8886,326,4,2022-04-05,3,16364526
331,8806,230,2,2023-02-01,1,6281578
332,334,270,1,2025-12-04,5,24020580
333,2783,108,2,2025-02-13,3,17964327
334,9084,240,5,2024-02-22,4,13345948
335,323,476,2,2023-11-24,4,9902352
336,6931,103,4,2023-04-12,2,1893000
337,1863,382,4,2022-03-07,1,4858228
338,7149,313,2,2024-03-21,5,1465710
339,7588,340,2,2022-07-19,2,10701298
340,9263,95,2,2022-12-09,3,10650108
341,6916,20,1,2023-06-23,2,8312534
342,6289,193,3,2023-08-13,4,15885316
343,7042,1,2,2024-12-23,3,8450973
344,931,386,3,2023-12-11,4,24032972
345,3906,110,3,2024-06-23,4,10919580
346,6500,214,1,2025-03-18,5,6070620
347,9257,382,2,2025-07-23,5,24291140
348,897,491,5,2024-12-21,3,11568951
349,5766,361,1,2023-08-18,3,12450948
350,627,348,1,2022-01-12,3,12672552
351,7897,445,1,2023-10-20,5,20657735
352,6301,300,5,2023-03-09,1,2176660
353,4929,95,3,2022-10-28,5,17750180
354,1012,214,1,2024-03-03,5,6070620
355,3005,64,2,2023-01-28,4,20103444
356,2779,119,1,2024-02-29,2,4708682
357,6374,298,3,2025-01-11,1,5352333
358,3035,127,1,2023-10-12,2,11650652
359,9238,24,2,2025-08-23,3,4112637
360,4425,12,4,2025-07-10,5,12200410
361,352,127,2,2025-05-05,4,23301304
362,5840,237,3,2022-02-18,3,14273673
363,8033,345,4,2024-05-10,5,16778570
364,4277,431,1,2023-11-16,1,5126922
365,549,329,2,2023-09-18,5,9780550
366,7928,470,2,2023-06-06,1,5341285
367,4543,118,3,2022-03-10,2,4177064
368,7662,404,1,2024-10-02,4,10302924
369,9369,354,3,2023-06-07,5,19851510
370,5298,474,5,2023-04-24,4,5645784
371,9211,247,4,2024-10-03,1,2083298
372,2665,427,4,2025-10-01,4,9759320
373,4724,201,5,2022-11-09,1,1228209
374,9961,327,3,2023-01-21,4,22669760
375,1172,126,1,2024-08-15,2,5377322
376,1666,75,2,2024-09-22,1,2520279
377,7239,340,5,2022-08-09,1,5350649
378,7664,135,2,2024-08-05,4,11880524
379,6296,47,2,2024-09-10,2,9373940
380,6554,397,5,2024-06-18,5,9481390
381,7537,262,3,2024-02-17,4,10663664
382,2925,165,1,2023-10-25,5,23003230
383,4764,370,2,2024-02-17,5,8551160
384,7655,225,5,2023-11-10,1,5368241
385,4377,224,2,2024-01-19,2,2890556
386,1155,195,5,2024-08-06,4,11200600
387,8364,153,4,2024-04-19,1,4482837
388,3483,48,4,2025-04-22,5,7429055
389,3936,253,2,2025-12-08,4,6793540
390,7796,167,5,2022-03-11,3,15663942
391,4857,315,2,2024-01-30,4,15913104
392,5297,269,5,2023-04-20,5,7987265
393,8927,101,3,2025-12-04,5,25146700
394,5395,452,1,2023-06-13,1,4859224
395,4311,181,3,2022-05-15,3,9647817
396,8633,352,1,2023-11-21,5,17475310
397,6030,418,1,2023-06-29,3,6582273
398,4238,307,2,2022-03-16,5,25903330
399,9492,30,1,2022-08-28,4,8688704
400,7954,480,1,2023-06-10,1,4876931
401,5913,170,1,2025-11-21,5,26875145
402,9166,292,1,2025-07-29,5,6124715
403,8616,329,2,2025-04-28,5,9780550
404,5777,491,1,2025-11-12,4,15425268
405,6466,151,5,2025-02-17,5,21069540
406,2806,148,3,2023-12-16,2,7388136
407,9008,428,1,2023-12-01,2,8750660
408,3828,454,3,2022-03-28,1,2378018
409,4727,50,1,2025-12-02,1,794281
410,5925,475,1,2023-01-07,5,14770455
411,9783,416,3,2025-11-14,3,7940859
412,7859,478,2,2022-05-26,2,6587034
413,7337,151,5,2025-01-01,4,16855632
414,5065,327,1,2024-05-01,3,17002320
415,3154,268,5,2024-11-27,3,10316424
416,1725,188,4,2024-05-01,5,26415995
417,7772,404,1,2025-01-04,4,10302924
418,1997,36,2,2024-11-24,4,16372280
419,2611,104,4,2025-02-10,3,12855738
420,7231,84,2,2022-10-01,1,2456345
421,1978,172,1,2023-03-10,3,6654831
422,4399,54,1,2025-04-27,5,25312410
423,9904,221,5,2022-10-17,4,11717848
424,9989,43,2,2024-07-26,2,13060174
425,4511,270,1,2023-11-12,3,14412348
426,3239,233,4,2024-10-08,1,735939
427,4944,246,3,2022-01-30,3,17773452
428,3481,64,2,2022-08-20,2,10051722
429,9668,284,3,2022-09-26,2,7286834
430,9509,332,2,2024-07-23,3,10293825
431,1146,83,2,2022-03-30,2,9121080
432,6236,227,1,2023-06-06,5,23041570
433,8435,470,5,2022-11-23,1,5341285
434,1599,391,2,2025-02-24,4,14011908
435,9141,68,4,2023-12-21,4,7018096
436,3294,248,3,2025-05-26,4,8976248
437,5657,12,5,2025-10-12,1,2440082
438,951,318,1,2025-01-20,5,12176840
439,9106,390,4,2024-03-27,3,7155390
440,6494,420,5,2022-11-28,4,14967404
441,9935,97,5,2023-05-16,1,1526368
442,9727,310,2,2025-10-27,1,2724431
443,6611,281,2,2023-06-10,4,11709800
444,3586,17,1,2022-09-01,1,1652485
445,455,487,2,2022-03-09,5,16920015
446,7336,388,1,2024-10-14,3,14242737
447,9606,49,1,2025-12-18,2,10857846
448,223,369,1,2022-09-25,3,11609154
449,1610,288,1,2022-05-11,1,2276753
450,3071,344,5,2024-11-01,1,2585924
451,1500,247,2,2023-07-28,2,4166596
452,1298,161,3,2024-09-13,4,12591968
453,5226,438,5,2023-09-15,2,10676948
454,8856,46,4,2024-04-13,5,24792810
455,2306,14,5,2024-05-14,4,6327844
456,5548,279,5,2025-11-18,4,8939924
457,2128,295,2,2025-11-25,3,14291316
458,4438,377,3,2023-05-27,5,22438255
459,631,385,2,2022-06-04,1,5346120
460,9500,134,1,2023-05-24,5,29863120
461,8088,35,5,2023-03-12,3,4400592
462,2213,424,5,2022-01-02,4,16745224
463,6540,388,3,2025-09-15,4,18990316
464,4803,60,2,2024-03-21,3,13060767
465,1819,10,3,2023-06-28,4,9021096
466,8776,428,3,2024-12-13,4,17501320
467,9275,65,1,2022-04-29,3,8746332
468,1586,305,3,2025-01-15,3,11538828
469,1041,377,5,2025-01-08,2,8975302
470,6224,126,3,2024-10-07,5,13443305
471,9720,153,5,2024-11-30,4,17931348
472,1357,319,2,2022-08-31,1,3661005
473,8142,425,3,2024-08-03,5,28146630
474,4297,473,5,2025-11-03,1,4853761
475,364,399,2,2022-09-08,2,5855618
476,587,404,5,2024-11-19,5,12878655
477,7542,479,1,2025-01-28,1,5731703
478,4262,318,5,2024-05-20,4,9741472
479,879,247,4,2024-06-11,5,10416490
480,1423,127,5,2023-01-17,4,23301304
481,691,439,1,2023-04-09,5,10111765
482,7396,158,5,2025-08-24,3,13243254
483,5730,285,3,2024-03-18,5,28390625
484,959,454,2,2025-01-06,4,9512072
485,9153,463,5,2023-10-28,4,24661352
486,6356,492,2,2022-10-25,3,9801579
487,6427,354,5,2023-04-09,3,11910906
488,1871,74,5,2024-05-04,2,7559636
489,3639,11,2,2024-11-02,5,21794200
490,666,459,3,2022-03-09,1,2794575
491,9853,416,5,2024-01-29,5,13234765
492,8102,351,2,2023-04-14,5,19597885
493,112,430,4,2022-09-28,1,2941055
494,1232,7,5,2025-04-04,5,25290270
495,7662,162,2,2025-10-31,2,4183046
496,6807,498,1,2022-12-25,3,13938144
497,9475,192,4,2024-04-27,4,2329924
498,1297,213,3,2024-03-05,5,12715390
499,7286,447,4,2022-09-14,2,9338694
500,3306,342,2,2024-05-14,1,1479720
501,3523,475,5,2024-10-01,2,5908182
502,5413,43,2,2024-03-16,5,32650435
503,4642,315,4,2025-11-05,3,11934828
504,6324,151,2,2025-08-22,4,16855632
505,2986,492,2,2022-03-05,3,9801579
506,7229,350,3,2024-05-26,2,7197554
507,9802,134,5,2022-01-24,5,29863120
508,5530,257,5,2023-11-25,1,1972205
509,5121,58,1,2023-12-19,3,16094256
510,9461,276,5,2022-07-26,2,7966940
511,8349,99,4,2022-02-08,3,17468478
512,7922,372,4,2024-03-06,5,29308845
513,231,479,2,2025-10-18,4,22926812
514,9029,399,1,2025-02-12,3,8783427
515,4074,227,2,2024-03-01,3,13824942
516,6464,256,5,2024-03-09,2,7275322
517,2811,242,3,2022-07-04,5,25503695
518,4653,467,5,2025-04-15,2,2364954
519,2900,22,5,2025-07-23,4,15568352
520,657,249,5,2025-07-27,4,14133012
521,1316,5,5,2025-06-30,3,14333088
522,5159,314,5,2023-07-11,4,4911656
523,4066,204,4,2022-10-27,3,4904301
524,1556,388,5,2023-03-15,1,4747579
525,876,284,4,2023-07-18,3,10930251
526,3902,484,5,2025-03-05,4,13869008
527,5001,143,2,2022-01-20,3,6417117
528,8451,354,2,2024-05-21,4,15881208
529,2702,312,2,2025-10-09,2,11544042
530,8179,362,3,2022-08-01,4,9383808
531,2752,221,2,2025-11-24,2,5858924
532,8874,255,4,2024-04-12,4,15045940
533,1390,484,3,2024-01-20,5,17336260
534,4672,398,2,2023-11-16,5,11612320
535,9429,477,2,2022-06-21,1,2786246
536,5846,119,3,2022-03-25,5,11771705
537,7708,297,3,2025-09-06,5,21284700
538,4259,368,2,2024-03-14,4,19068536
539,6773,377,2,2024-12-24,1,4487651
540,6731,479,3,2024-02-09,4,22926812
541,7262,384,5,2022-09-13,3,11355123
542,9168,127,5,2025-10-05,4,23301304
543,3596,452,5,2023-11-07,5,24296120
544,344,150,1,2024-02-15,2,10954438
545,7382,255,5,2022-09-02,4,15045940
546,768,222,3,2024-08-30,3,3781617
547,6656,497,3,2025-02-13,1,3837913
548,8621,76,2,2023-08-02,3,5836743
549,5745,292,4,2024-07-30,3,3674829
550,3890,118,1,2025-04-06,1,2088532
551,4982,154,4,2024-06-12,5,24962570
552,9965,195,1,2022-07-12,4,11200600
553,9842,369,3,2022-11-10,1,3869718
554,6313,275,2,2024-09-02,4,17186504
555,9096,39,5,2023-02-04,5,16179125
556,1525,403,1,2023-08-16,2,1822634
557,1474,138,2,2025-12-25,2,3248924
558,6795,201,5,2025-10-09,3,3684627
559,3632,97,2,2025-03-23,5,7631840
560,6692,263,2,2024-02-27,3,7662657
561,3015,73,5,2024-07-25,5,13604770
562,3397,257,4,2025-01-18,1,1972205
563,9423,317,1,2024-02-23,4,11641556
564,3420,499,3,2022-10-19,3,10833798
565,5521,59,1,2025-04-18,3,7476552
566,6394,349,5,2025-05-09,5,7639955
567,182,175,2,2022-03-20,4,12275712
568,1185,188,3,2024-02-17,5,26415995
569,2625,9,4,2025-03-21,4,7852504
570,481,181,4,2024-12-01,2,6431878
571,1397,336,1,2024-10-21,2,5944258
572,5007,84,4,2023-11-13,3,7369035
573,5582,298,2,2023-05-02,1,5352333
574,1022,83,1,2022-09-08,5,22802700
575,5973,206,1,2025-08-02,5,26388240
576,3659,41,1,2025-08-11,4,19436968
577,3375,223,3,2023-03-10,3,9679062
578,4668,473,1,2022-06-16,3,14561283
579,5344,291,5,2025-03-09,3,14342958
580,3829,237,4,2025-08-27,1,4757891
581,9629,194,2,2023-01-15,2,1826650
582,2596,384,2,2023-01-29,4,15140164
583,6980,377,3,2022-04-29,2,8975302
584,3389,460,3,2023-12-23,4,16643128
585,4931,69,1,2025-09-22,1,3893903
586,3396,449,4,2025-04-03,3,17223633
587,4088,250,5,2024-12-24,5,9445315
588,6343,399,3,2023-06-21,1,2927809
589,8203,419,3,2022-02-10,5,17261465
590,4910,346,2,2023-10-05,3,9191178
591,424,185,2,2025-11-20,3,6580461
592,9360,326,2,2024-03-10,3,16364526
593,6492,354,1,2023-11-08,5,19851510
594,5752,97,3,2022-11-05,2,3052736
595,5971,225,5,2022-04-06,1,5368241
596,357,313,4,2022-03-18,4,1172568
597,5855,215,5,2023-12-13,4,14285744
598,8588,237,4,2024-11-14,5,23789455
599,9124,287,1,2023-10-30,1,2389472
600,3437,105,2,2024-06-03,3,7779813
601,9211,33,5,2025-08-13,2,8354042
602,3644,17,5,2022-05-14,2,3304970
603,6589,224,4,2025-06-14,3,4335834
604,6478,349,2,2025-10-15,5,7639955
605,7402,265,1,2024-09-14,4,18674880
606,7121,5,2,2024-04-11,3,14333088
607,2192,271,5,2023-10-02,1,3239488
608,4335,201,5,2025-01-06,1,1228209
609,1486,499,4,2022-07-30,1,3611266
610,4588,94,5,2024-01-22,2,4943678
611,621,435,3,2023-08-26,1,3079748
612,2955,99,1,2022-03-01,5,29114130
613,2103,496,2,2025-09-18,3,13671486
614,7020,150,5,2023-11-14,5,27386095
615,8049,314,2,2025-06-01,4,4911656
616,3733,458,4,2025-07-17,3,15972507
617,6704,361,2,2024-03-19,5,20751580
618,9312,185,4,2023-07-05,1,2193487
619,9296,239,4,2025-10-31,5,19096070
620,6181,99,5,2022-07-10,1,5822826
621,3755,479,4,2023-12-19,4,22926812
622,9648,279,2,2023-05-17,5,11174905
623,4122,239,5,2025-04-26,4,15276856
624,8004,55,4,2024-08-03,2,12490578
625,6840,455,4,2024-10-31,3,12549333
626,1100,458,1,2023-01-30,1,5324169
627,3787,138,2,2024-02-06,3,4873386
628,2528,52,3,2022-09-11,4,16638440
629,8005,307,1,2023-12-25,1,5180666
630,4649,265,2,2025-02-28,5,23343600
631,9090,421,3,2022-04-29,2,5655144
632,307,375,1,2022-06-01,2,4830798
633,4031,289,5,2023-02-05,4,19009508
634,2952,63,1,2024-10-13,5,18601955
635,979,459,1,2025-08-02,4,11178300
636,9467,2,4,2022-10-08,1,3713112
